loan_status,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,debt_to_income_ratio,derog_pub_rec,mean_fico_scores,grade
Fully Paid,15000,36 months,7.9,469.36,7,MORTGAGE,113698,Not Verified,0,1,debt_consolidation,5.29,0,747,A
Fully Paid,25000,60 months,12.42,561.44,unknown,MORTGAGE,57500,Verified,0,1,debt_consolidation,19.66,0,742,B
Fully Paid,12000,36 months,6.62,368.45,10 +,RENT,88000,Verified,0,1,debt_consolidation,5.47,0,762,A
Fully Paid,5100,36 months,6.03,155.23,10 +,OWN,98000,Not Verified,0,0,credit_card,12.69,0,777,A
Charged Off,4800,36 months,14.27,164.69,2,RENT,48000,Not Verified,0,1,debt_consolidation,21.88,0,672,C
Charged Off,10000,36 months,13.49,339.31,5,RENT,132600,Not Verified,0,0,moving,7.75,0,697,C
Fully Paid,10000,36 months,6.62,307.04,More than 1,MORTGAGE,90000,Verified,0,0,home_improvement,6.37,0,792,A
Fully Paid,12000,36 months,7.51,373.33,6,MORTGAGE,62000,Source Verified,0,0,credit_card,4.49,0,742,A
Fully Paid,22000,60 months,17.27,549.96,More than 1,MORTGAGE,114000,Verified,0,1,debt_consolidation,7.06,0,702,D
Fully Paid,7000,36 months,9.91,225.58,10 +,RENT,45000,Not Verified,0,1,debt_consolidation,7.39,0,712,B
Fully Paid,24000,60 months,13.49,552.12,2,MORTGAGE,55000,Verified,0,1,small_business,19.68,0,737,C
Fully Paid,24000,36 months,7.9,750.97,More than 1,RENT,60000,Verified,0,1,credit_card,10.16,0,742,A
Fully Paid,3000,36 months,7.9,93.88,3,MORTGAGE,75000,Source Verified,0,1,credit_card,9.09,0,717,A
Fully Paid,2000,36 months,14.65,68.99,9,RENT,46800,Source Verified,0,1,vacation,22.44,0,687,C
Fully Paid,4000,36 months,6.62,122.82,3,RENT,65000,Not Verified,0,1,debt_consolidation,7.92,0,752,A
Fully Paid,10000,36 months,6.62,307.04,More than 1,RENT,90000,Source Verified,0,1,debt_consolidation,13.64,0,747,A
Fully Paid,21200,36 months,9.91,683.17,unknown,MORTGAGE,95000,Verified,0,1,debt_consolidation,25.23,1,722,B
Fully Paid,5600,36 months,6.62,171.95,10 +,RENT,55692,Not Verified,0,1,credit_card,7.71,0,752,A
Fully Paid,9800,36 months,21.28,370.63,3,MORTGAGE,110400,Verified,0,0,other,24.2,0,667,F
Fully Paid,1500,36 months,6.03,45.66,10 +,RENT,50400,Source Verified,0,0,other,12.33,0,782,A
Fully Paid,28000,36 months,15.96,983.85,3,MORTGAGE,72000,Verified,0,1,home_improvement,15.35,1,702,C
Charged Off,3600,60 months,19.42,94.22,6,OWN,21456,Source Verified,0,1,other,4.14,0,672,E
Charged Off,13275,36 months,15.27,461.94,unknown,RENT,38040,Verified,0,0,debt_consolidation,11.64,0,692,C
Charged Off,30000,36 months,12.69,1006.35,4,RENT,84000,Verified,0,1,debt_consolidation,18.33,0,722,B
Charged Off,4000,60 months,14.27,93.64,4,RENT,24000,Source Verified,0,1,car,2.6,0,742,C
Fully Paid,12000,60 months,9.91,254.44,10 +,MORTGAGE,42000,Not Verified,0,0,debt_consolidation,10.43,0,782,B
Fully Paid,2400,36 months,14.27,82.35,unknown,MORTGAGE,26000,Not Verified,0,1,credit_card,21.09,1,672,C
Charged Off,2200,60 months,19.42,57.58,More than 1,RENT,63000,Source Verified,0,0,debt_consolidation,11.9,1,672,E
Fully Paid,3500,36 months,11.71,115.77,More than 1,RENT,33000,Source Verified,0,0,medical,19.96,0,697,B
Fully Paid,28000,36 months,7.9,876.13,10 +,MORTGAGE,128600,Verified,0,0,home_improvement,11.69,0,762,A
Fully Paid,7200,36 months,6.03,219.14,7,RENT,43108,Verified,0,1,medical,5.26,0,762,A
Fully Paid,8100,36 months,7.51,252,6,RENT,85000,Verified,0,1,small_business,16.4,0,752,A
Charged Off,35000,60 months,17.27,874.93,5,MORTGAGE,72000,Verified,0,1,debt_consolidation,20.92,0,727,D
Fully Paid,15000,36 months,6.62,460.56,3,MORTGAGE,55000,Source Verified,0,0,credit_card,7.16,0,797,A
Fully Paid,4500,36 months,7.9,140.81,More than 1,RENT,41700,Source Verified,0,1,medical,1.58,0,742,A
Fully Paid,8000,36 months,7.9,250.33,3,RENT,26000,Not Verified,0,0,debt_consolidation,14.35,0,727,A
Fully Paid,2600,36 months,7.9,81.36,3,RENT,100000,Not Verified,0,0,debt_consolidation,7.63,0,747,A
Fully Paid,10000,36 months,6.03,304.36,unknown,RENT,121200,Verified,0,0,debt_consolidation,15.64,0,787,A
Fully Paid,16600,60 months,17.58,417.75,10 +,RENT,79968,Source Verified,0,0,car,13.36,1,692,D
Fully Paid,9000,36 months,6.62,276.34,5,MORTGAGE,84191,Not Verified,0,1,major_purchase,19.68,0,742,A
Fully Paid,9600,36 months,15.27,334.06,10 +,MORTGAGE,84500,Not Verified,0,1,debt_consolidation,11.76,0,672,C
Fully Paid,35000,60 months,11.49,769.57,8,RENT,92000,Verified,0,1,debt_consolidation,8.26,0,742,B
Fully Paid,5375,36 months,12.69,180.31,2,RENT,23400,Verified,0,1,debt_consolidation,23.38,0,697,B
Fully Paid,14000,60 months,8.9,289.94,4,OWN,72500,Source Verified,0,0,debt_consolidation,14.91,0,757,A
Fully Paid,15000,60 months,10.65,323.53,10 +,MORTGAGE,140000,Verified,0,1,debt_consolidation,13.95,0,747,B
Fully Paid,7000,36 months,9.91,225.58,6,RENT,96000,Verified,0,1,wedding,17.07,0,727,B
Charged Off,15000,60 months,12.42,336.86,More than 1,RENT,30000,Verified,0,1,major_purchase,0.6,0,772,B
Fully Paid,16000,60 months,12.42,359.32,2,MORTGAGE,96000,Verified,0,1,car,22.18,0,767,B
Fully Paid,3350,36 months,7.9,104.83,8,RENT,36000,Not Verified,0,0,debt_consolidation,25.57,0,722,A
Charged Off,9000,36 months,15.96,316.24,4,MORTGAGE,78000,Source Verified,0,1,debt_consolidation,5.89,0,682,C
Fully Paid,12800,36 months,7.9,400.52,4,RENT,77385.19,Not Verified,0,0,debt_consolidation,15.26,0,742,A
Fully Paid,14825,36 months,6.03,451.21,2,MORTGAGE,72000,Verified,0,1,debt_consolidation,13.08,0,757,A
Fully Paid,28600,60 months,22.06,790.88,10 +,MORTGAGE,60984,Verified,0,1,credit_card,12.83,0,667,F
Charged Off,14400,60 months,8.9,298.23,More than 1,RENT,65000,Source Verified,0,1,debt_consolidation,3.12,0,762,A
Fully Paid,12000,60 months,17.58,301.99,7,OWN,140000,Source Verified,0,0,renewable_energy,14.34,0,692,D
Fully Paid,6425,36 months,6.03,195.55,5,MORTGAGE,113000,Not Verified,0,1,major_purchase,4.09,0,827,A
Charged Off,9375,36 months,11.71,310.09,unknown,RENT,30000,Source Verified,0,1,debt_consolidation,19.88,0,702,B
Fully Paid,4150,60 months,17.58,104.44,4,OWN,33000,Source Verified,0,1,home_improvement,15.93,0,667,D
Fully Paid,7500,36 months,6.03,228.27,10 +,RENT,55000,Not Verified,0,0,credit_card,11.85,0,752,A
Fully Paid,13225,60 months,12.42,297,10 +,MORTGAGE,120000,Source Verified,0,1,debt_consolidation,22.43,0,757,B
Fully Paid,15000,36 months,7.51,466.67,4,MORTGAGE,65000,Not Verified,0,0,credit_card,10.28,0,762,A
Fully Paid,7875,36 months,10.65,256.52,4,MORTGAGE,55680,Verified,0,1,credit_card,6.81,0,702,B
Charged Off,4050,36 months,7.51,126,10 +,MORTGAGE,75000,Not Verified,0,1,credit_card,19.09,0,727,A
Fully Paid,1500,36 months,6.03,45.66,6,MORTGAGE,60100,Not Verified,0,1,small_business,6.25,0,752,A
Fully Paid,5500,36 months,9.91,177.24,10 +,RENT,72000,Verified,0,0,debt_consolidation,18.86,0,697,B
Fully Paid,18000,36 months,9.91,580.05,10 +,MORTGAGE,180000,Verified,0,1,other,6.47,0,727,B
Fully Paid,35000,36 months,8.9,1111.37,8,MORTGAGE,151000,Source Verified,0,1,debt_consolidation,5.75,0,737,A
Fully Paid,25000,36 months,7.51,777.78,10 +,RENT,65800,Verified,0,1,debt_consolidation,12.15,0,772,A
Fully Paid,10000,36 months,8.9,317.54,10 +,OWN,52000,Not Verified,0,1,other,16.2,0,722,A
Fully Paid,25000,36 months,12.69,838.63,10 +,MORTGAGE,74000,Verified,0,1,debt_consolidation,16.15,0,702,B
Fully Paid,4200,36 months,7.51,130.67,More than 1,RENT,40000,Source Verified,0,1,car,5.07,0,737,A
Fully Paid,30000,36 months,11.71,992.28,5,MORTGAGE,140000,Verified,0,1,home_improvement,19.79,0,727,B
Fully Paid,23450,36 months,7.9,733.76,5,MORTGAGE,95000,Verified,0,0,debt_consolidation,13.47,0,752,A
Fully Paid,10000,36 months,10.65,325.74,10 +,RENT,96000,Source Verified,0,1,vacation,4.79,1,727,B
Fully Paid,6500,60 months,15.96,157.93,2,RENT,35000,Verified,0,1,debt_consolidation,15.91,0,742,C
Fully Paid,26000,36 months,14.27,892.04,More than 1,RENT,85000,Verified,0,1,debt_consolidation,22.79,0,687,C
Fully Paid,7125,36 months,7.51,221.67,10 +,MORTGAGE,99600,Not Verified,0,1,credit_card,27.02,0,727,A
Fully Paid,3600,36 months,16.77,127.94,unknown,RENT,105000,Not Verified,0,1,vacation,13.45,0,672,D
Fully Paid,5000,36 months,9.91,161.13,3,OWN,37000,Not Verified,0,0,major_purchase,11.45,0,692,B
Fully Paid,12000,36 months,11.71,396.92,2,OWN,50000,Source Verified,0,1,debt_consolidation,8.11,0,697,B
Fully Paid,15000,60 months,19.42,392.59,5,OWN,55824,Source Verified,0,1,debt_consolidation,10.06,0,687,E
Fully Paid,5000,36 months,7.51,155.56,10 +,OWN,54080,Not Verified,0,1,debt_consolidation,4.15,1,742,A
Fully Paid,24000,36 months,7.9,750.97,3,MORTGAGE,153660,Verified,0,0,debt_consolidation,7.4,0,762,A
Charged Off,35000,60 months,20.89,944.71,10 +,RENT,120000,Verified,0,1,debt_consolidation,18.24,0,707,F
Fully Paid,11325,36 months,7.51,352.33,10 +,MORTGAGE,46700,Not Verified,0,0,debt_consolidation,7.35,0,747,A
Fully Paid,13500,60 months,11.71,298.33,3,RENT,72000,Not Verified,0,1,credit_card,21.82,0,747,B
Fully Paid,9150,36 months,6.03,278.49,4,MORTGAGE,122500,Not Verified,0,0,debt_consolidation,16.57,0,797,A
Fully Paid,5400,36 months,8.9,171.47,unknown,RENT,36000,Verified,0,1,small_business,6.27,0,787,A
Fully Paid,28000,36 months,7.9,876.13,8,MORTGAGE,250000,Verified,0,1,small_business,0.56,0,802,A
Charged Off,4000,60 months,20.89,107.97,2,RENT,50000,Source Verified,0,0,debt_consolidation,4.39,0,667,F
Fully Paid,15000,36 months,7.51,466.67,10 +,RENT,65000,Verified,0,1,debt_consolidation,26.68,0,757,A
Fully Paid,5200,36 months,6.62,159.66,10 +,MORTGAGE,49536,Not Verified,0,1,car,9.08,0,757,A
Fully Paid,3500,36 months,15.27,121.8,9,OWN,32000,Source Verified,0,1,major_purchase,5.85,0,662,C
Fully Paid,4500,36 months,6.62,138.17,8,RENT,39000,Source Verified,0,1,debt_consolidation,10.09,0,737,A
Charged Off,12000,36 months,8.9,381.04,2,RENT,30000,Not Verified,0,1,credit_card,19.7,0,717,A
Charged Off,24000,60 months,21.67,658.36,10 +,MORTGAGE,59000,Source Verified,0,0,medical,11.69,0,667,F
Fully Paid,7000,36 months,7.9,219.04,2,RENT,33000,Not Verified,0,1,credit_card,17.64,0,712,A
Fully Paid,1200,36 months,16.29,42.37,6,RENT,42000,Not Verified,0,1,major_purchase,13.49,0,662,D
Fully Paid,12250,36 months,6.62,376.12,7,MORTGAGE,52833,Verified,0,0,debt_consolidation,23.87,0,762,A
Fully Paid,7200,36 months,11.71,238.15,4,MORTGAGE,51800,Not Verified,0,1,credit_card,11.77,0,687,B
Fully Paid,2000,36 months,16.29,70.61,10 +,OWN,24000,Source Verified,0,0,vacation,12.15,0,662,D
Fully Paid,24000,60 months,10.65,517.64,3,MORTGAGE,100000,Verified,0,1,debt_consolidation,14.39,0,757,B
Fully Paid,20000,60 months,15.27,478.64,6,MORTGAGE,102000,Source Verified,0,1,debt_consolidation,12.76,0,742,C
Fully Paid,4000,36 months,6.03,121.75,5,MORTGAGE,51000,Not Verified,0,1,car,17.53,0,747,A
Fully Paid,12000,60 months,7.9,242.75,5,MORTGAGE,40000,Source Verified,0,1,small_business,9.48,0,772,A
Fully Paid,10000,36 months,12.42,334.16,10 +,RENT,90000,Source Verified,0,1,other,21.71,0,682,B
Fully Paid,32000,60 months,21.67,877.82,10 +,MORTGAGE,93000,Verified,0,1,home_improvement,19.81,0,672,F
Fully Paid,6500,36 months,6.03,197.84,7,MORTGAGE,72000,Source Verified,0,0,car,1.27,0,782,A
Fully Paid,8650,36 months,7.51,269.11,4,MORTGAGE,60000,Source Verified,0,1,home_improvement,11.14,0,722,A
Fully Paid,15000,60 months,13.49,345.08,More than 1,RENT,50000,Source Verified,0,1,small_business,13.08,0,727,C
Fully Paid,30000,60 months,15.96,728.91,5,MORTGAGE,139872,Verified,0,1,house,13.37,0,727,C
Fully Paid,25000,36 months,7.9,782.26,3,RENT,67000,Verified,0,1,home_improvement,0.84,0,777,A
Fully Paid,8000,36 months,6.03,243.49,4,RENT,30000,Not Verified,0,1,debt_consolidation,27.48,0,777,A
Fully Paid,32400,36 months,7.9,1013.81,10 +,RENT,67920,Source Verified,0,0,debt_consolidation,11.27,0,757,A
Fully Paid,10000,36 months,6.03,304.36,4,MORTGAGE,35000,Not Verified,0,0,debt_consolidation,13.3,0,762,A
Fully Paid,21350,60 months,13.49,491.16,10 +,MORTGAGE,79000,Verified,0,1,debt_consolidation,13.64,0,737,C
Fully Paid,23675,60 months,16.77,585.47,2,MORTGAGE,41000,Verified,0,1,debt_consolidation,14.25,0,722,D
Fully Paid,8000,36 months,9.91,257.8,10 +,MORTGAGE,70000,Verified,0,0,debt_consolidation,6.15,0,722,B
Fully Paid,9050,36 months,6.62,277.87,2,MORTGAGE,45000,Verified,0,0,medical,6.05,0,772,A
Fully Paid,16000,36 months,12.69,536.72,10 +,RENT,200000,Source Verified,0,1,car,2.5,0,702,B
Fully Paid,20000,36 months,12.42,668.31,7,MORTGAGE,120000,Verified,0,1,credit_card,12.47,0,692,B
Fully Paid,5300,36 months,12.69,177.79,More than 1,MORTGAGE,105000,Verified,0,0,debt_consolidation,23.91,0,697,B
Charged Off,17325,60 months,19.42,453.44,2,RENT,37000,Verified,0,0,debt_consolidation,22.77,1,692,E
Fully Paid,13000,36 months,6.03,395.67,2,MORTGAGE,72100,Not Verified,0,1,debt_consolidation,16.06,0,752,A
Fully Paid,26000,60 months,10.65,560.78,10 +,MORTGAGE,78000,Verified,0,0,debt_consolidation,7.95,0,757,B
Fully Paid,8400,36 months,11.71,277.84,2,RENT,41000,Verified,0,1,other,18.06,0,712,B
Fully Paid,25000,60 months,12.69,564.87,10 +,MORTGAGE,275000,Source Verified,0,0,wedding,3.83,0,722,B
Fully Paid,1200,36 months,12.69,40.26,10 +,MORTGAGE,74000,Not Verified,0,0,home_improvement,8.06,1,692,B
Charged Off,20000,60 months,17.58,503.32,10 +,RENT,69300,Verified,0,1,debt_consolidation,12.8,1,692,D
Charged Off,14400,36 months,11.71,476.3,8,RENT,125000,Source Verified,0,0,debt_consolidation,8.57,0,712,B
Fully Paid,7000,36 months,6.62,214.93,9,RENT,32340,Not Verified,0,1,debt_consolidation,3.75,0,757,A
Fully Paid,10000,36 months,11.71,330.76,4,MORTGAGE,56500,Source Verified,0,0,credit_card,21.54,0,692,B
Fully Paid,7200,36 months,6.62,221.07,7,MORTGAGE,78000,Not Verified,0,1,debt_consolidation,11.02,0,752,A
Fully Paid,8800,36 months,6.62,270.2,7,RENT,48000,Verified,0,0,debt_consolidation,22.55,0,767,A
Fully Paid,10800,36 months,7.51,336,10 +,MORTGAGE,53000,Not Verified,0,0,credit_card,24.41,0,767,A
Charged Off,25500,36 months,17.27,912.58,2,MORTGAGE,75000,Source Verified,0,1,small_business,8.93,0,697,D
Fully Paid,5600,36 months,13.49,190.02,5,RENT,34444,Not Verified,0,0,debt_consolidation,18.33,0,692,C
Charged Off,7000,36 months,14.65,241.46,6,MORTGAGE,58000,Verified,0,1,debt_consolidation,23.52,1,677,C
Fully Paid,12500,36 months,10.65,407.17,5,RENT,31000,Not Verified,0,1,debt_consolidation,21.02,0,727,B
Fully Paid,28200,60 months,18.64,725.95,10 +,MORTGAGE,88440,Verified,0,0,debt_consolidation,5.59,1,702,E
Fully Paid,9000,36 months,6.03,273.92,4,MORTGAGE,190000,Not Verified,0,0,vacation,0.97,0,787,A
Fully Paid,15000,60 months,11.71,331.48,5,MORTGAGE,195000,Source Verified,0,0,major_purchase,0.45,0,787,B
Fully Paid,1000,36 months,13.49,33.94,4,RENT,75000,Source Verified,0,0,wedding,9.78,0,702,C
Fully Paid,15000,36 months,6.03,456.54,9,MORTGAGE,182952,Source Verified,0,0,medical,3.8,0,777,A
Fully Paid,4500,36 months,8.49,142.04,unknown,MORTGAGE,55000,Source Verified,0,1,credit_card,6.04,0,707,A
Fully Paid,2500,36 months,12.69,83.87,4,OWN,12000,Not Verified,0,1,other,4,0,717,B
Fully Paid,8000,60 months,11.71,176.79,10 +,MORTGAGE,113592,Not Verified,0,1,car,0.96,0,792,B
Fully Paid,12000,36 months,6.62,368.45,unknown,RENT,80000,Not Verified,0,1,house,9.69,0,752,A
Fully Paid,35000,60 months,11.71,773.44,10 +,MORTGAGE,90000,Verified,0,1,debt_consolidation,13.91,0,757,B
Fully Paid,12000,60 months,9.91,254.44,4,MORTGAGE,58000,Not Verified,0,1,car,7.99,0,777,B
Fully Paid,16000,60 months,19.42,418.76,10 +,MORTGAGE,70000,Not Verified,0,1,debt_consolidation,1.44,0,672,E
Fully Paid,11300,36 months,10.65,368.08,9,MORTGAGE,52000,Not Verified,0,0,debt_consolidation,17.93,0,707,B
Fully Paid,4000,36 months,12.69,134.18,unknown,RENT,26000,Source Verified,0,0,debt_consolidation,18.83,1,672,B
Fully Paid,18000,60 months,19.03,467.23,10 +,RENT,90240,Verified,0,1,debt_consolidation,12.45,0,687,E
Fully Paid,35000,36 months,16.77,1243.85,3,MORTGAGE,395000,Source Verified,0,0,debt_consolidation,5.38,0,702,D
Fully Paid,10500,36 months,6.62,322.39,unknown,OWN,41400,Verified,0,1,medical,21.04,0,762,A
Fully Paid,8400,36 months,11.71,277.84,7,MORTGAGE,48000,Verified,0,1,debt_consolidation,13.1,0,687,B
Fully Paid,5000,36 months,12.69,167.73,4,MORTGAGE,24996,Source Verified,0,1,car,9.07,1,697,B
Fully Paid,12000,60 months,18.25,306.36,10 +,RENT,140000,Verified,0,1,debt_consolidation,12.47,0,672,D
Fully Paid,4800,36 months,10.65,156.36,10 +,MORTGAGE,72000,Source Verified,0,1,credit_card,10.22,1,687,B
Fully Paid,10500,36 months,7.51,326.67,8,MORTGAGE,48000,Not Verified,0,1,debt_consolidation,5.88,0,767,A
Fully Paid,3000,60 months,14.27,70.23,unknown,RENT,15240,Verified,0,0,other,4.25,0,722,C
Fully Paid,5000,36 months,11.71,165.38,3,RENT,111460,Verified,0,0,major_purchase,10.12,0,707,B
Charged Off,5000,36 months,14.65,172.48,unknown,MORTGAGE,24000,Not Verified,0,0,debt_consolidation,12.05,1,672,C
Fully Paid,6500,36 months,9.91,209.47,unknown,RENT,38400,Source Verified,0,1,other,17.25,0,707,B
Fully Paid,20000,36 months,18.64,729.49,8,RENT,105000,Verified,0,1,debt_consolidation,4.72,0,662,E
Fully Paid,20000,36 months,14.27,686.18,3,MORTGAGE,201000,Source Verified,0,1,debt_consolidation,8.74,0,687,C
Fully Paid,7000,36 months,7.9,219.04,3,MORTGAGE,65000,Not Verified,0,1,medical,12.37,1,722,A
Fully Paid,13750,36 months,11.71,454.8,3,MORTGAGE,47500,Verified,0,0,debt_consolidation,11.77,0,707,B
Fully Paid,5000,36 months,15.96,175.69,10 +,RENT,90000,Source Verified,0,1,debt_consolidation,13.29,0,662,C
Fully Paid,14000,60 months,12.69,316.33,10 +,OWN,66841,Verified,0,1,debt_consolidation,14.34,0,742,B
Fully Paid,4000,36 months,9.91,128.9,9,MORTGAGE,69000,Verified,0,0,car,18.7,0,707,B
Fully Paid,17000,36 months,6.03,517.41,5,MORTGAGE,61147,Source Verified,0,1,major_purchase,6.3,0,782,A
Fully Paid,10625,60 months,14.27,248.72,6,MORTGAGE,167000,Verified,0,0,debt_consolidation,14.45,0,712,C
Fully Paid,12000,36 months,6.03,365.23,5,MORTGAGE,36000,Source Verified,0,0,debt_consolidation,23.63,0,752,A
Charged Off,9600,36 months,14.27,329.37,4,RENT,24000,Not Verified,0,0,debt_consolidation,14.6,0,682,C
Fully Paid,12000,36 months,9.91,386.7,5,RENT,33600,Not Verified,0,1,debt_consolidation,12.18,0,717,B
Fully Paid,12000,36 months,6.62,368.45,6,MORTGAGE,55000,Source Verified,0,1,credit_card,9.4,0,762,A
Fully Paid,2000,36 months,7.9,62.59,3,MORTGAGE,61000,Not Verified,0,1,other,25.36,0,727,A
Fully Paid,18400,60 months,19.42,481.57,10 +,MORTGAGE,88800,Verified,0,1,debt_consolidation,22.53,0,707,E
Fully Paid,8000,36 months,6.03,243.49,5,MORTGAGE,41000,Not Verified,0,0,debt_consolidation,7.84,0,757,A
Fully Paid,21000,60 months,18.64,540.61,10 +,MORTGAGE,200000,Verified,0,0,debt_consolidation,10.59,0,682,E
Fully Paid,9500,60 months,19.03,246.6,4,RENT,70000,Source Verified,0,0,wedding,7.71,0,682,E
Fully Paid,26000,36 months,15.96,913.57,unknown,MORTGAGE,78000,Source Verified,0,0,credit_card,9.75,0,697,C
Fully Paid,5000,36 months,6.62,153.52,10 +,RENT,58000,Source Verified,0,0,debt_consolidation,12.7,0,767,A
Fully Paid,28000,60 months,10.65,603.92,10 +,OWN,75000,Verified,0,1,home_improvement,9.47,0,792,B
Fully Paid,9600,36 months,10.65,312.71,7,RENT,60000,Verified,0,1,debt_consolidation,22.28,0,702,B
Charged Off,10400,60 months,17.58,261.73,10 +,RENT,85325,Verified,0,0,small_business,8.93,1,727,D
Charged Off,18000,60 months,19.42,471.1,7,MORTGAGE,45000,Verified,0,1,medical,14.29,0,677,E
Fully Paid,5000,36 months,6.03,152.18,10 +,MORTGAGE,41784,Not Verified,0,1,car,18.72,0,782,A
Fully Paid,16000,60 months,11.71,353.58,3,RENT,30216,Verified,0,1,debt_consolidation,11.36,0,727,B
Fully Paid,19200,60 months,18.64,494.27,8,MORTGAGE,126000,Verified,0,1,debt_consolidation,9.71,0,687,E
Fully Paid,30000,36 months,17.58,1078.27,10 +,MORTGAGE,78252,Source Verified,0,1,debt_consolidation,11.09,0,717,D
Fully Paid,7200,36 months,8.9,228.63,unknown,RENT,82060.56,Not Verified,0,1,wedding,12.66,0,712,A
Fully Paid,15000,36 months,6.03,456.54,2,MORTGAGE,117696,Not Verified,0,1,home_improvement,0.25,0,812,A
Fully Paid,10200,36 months,7.9,319.17,3,MORTGAGE,132000,Not Verified,0,1,home_improvement,9.55,0,727,A
Fully Paid,6350,36 months,7.51,197.56,7,MORTGAGE,35360,Not Verified,0,1,other,9.94,0,732,A
Fully Paid,13000,36 months,7.9,406.78,9,RENT,110400,Verified,0,1,debt_consolidation,19.87,0,737,A
Fully Paid,4000,36 months,10.65,130.3,7,RENT,30996,Not Verified,0,0,debt_consolidation,5.88,0,707,B
Fully Paid,1500,36 months,11.71,49.62,2,RENT,48000,Source Verified,0,0,other,1.13,0,707,B
Fully Paid,28000,36 months,9.91,902.3,10 +,RENT,88000,Verified,0,1,debt_consolidation,13.27,0,752,B
Charged Off,4000,36 months,14.65,137.98,10 +,RENT,45000,Not Verified,0,0,other,17.73,0,677,C
Fully Paid,12000,60 months,11.71,265.18,10 +,RENT,64500,Not Verified,0,0,moving,15.11,0,742,B
Fully Paid,20000,36 months,10.65,651.47,10 +,MORTGAGE,132650,Verified,0,0,home_improvement,17.35,0,712,B
Fully Paid,6350,36 months,7.51,197.56,2,MORTGAGE,61260,Verified,0,1,debt_consolidation,25.78,0,732,A
Fully Paid,20000,36 months,12.69,670.9,9,RENT,100000,Verified,0,0,credit_card,8.18,0,717,B
Fully Paid,10000,60 months,17.58,251.66,10 +,RENT,69996,Verified,0,1,debt_consolidation,2.26,0,687,D
Fully Paid,9100,36 months,12.42,304.08,5,MORTGAGE,81000,Source Verified,0,1,debt_consolidation,16.89,0,682,B
Fully Paid,25000,60 months,17.27,624.95,10 +,MORTGAGE,95000,Verified,0,0,debt_consolidation,23.12,0,707,D
Fully Paid,9200,36 months,12.42,307.43,2,OWN,41100,Not Verified,0,1,debt_consolidation,10.92,0,682,B
Fully Paid,17000,36 months,11.71,562.3,4,RENT,70000,Verified,0,1,debt_consolidation,17.97,0,702,B
